job_id,job,location,work_type,full_time_remote,no_of_application,posted_day_ago,role_category,skills_found
3476191901,Machine Learning Engineer/Developer,"Chennai, Tamil Nadu, India",Hybrid,Full-time · Mid-Senior level,,5 hours,AI / ML Engineer,"['Statistics', 'A/B Testing', 'Machine Learning', 'NLP']"
3474495578,Data Analyst,India,Remote,Contract · Mid-Senior level,,11 hours,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'Pandas', 'NumPy']"
3474480245,Data Analyst,India,Remote,Contract · Mid-Senior level,,13 hours,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'Pandas', 'NumPy']"
3474938553,AWS Cloud and Machine Learning Internship,"Delhi, India",Remote,Internship,,9 hours,AI / ML Engineer,"['NLP', 'LLMs', 'AWS']"
3476967056,Machine Learning Engineer,India,Remote,Contract · Mid-Senior level,,2 hours,AI / ML Engineer,"['Python', 'Excel', 'Statistics', 'A/B Testing', 'Machine Learning']"
3468598937,Computer Vision Engineer,"Bengaluru, Karnataka, India",Hybrid,Full-time · Entry level,,11 hours,AI / ML Engineer,"['Python', 'Excel', 'Statistics', 'Deep Learning']"
3469811721,Principal Data Scientist (Remote),"Bengaluru, Karnataka, India",Remote,Full-time,,1 hour,AI / ML Engineer,"['Python', 'Excel', 'Statistics', 'Machine Learning', 'Spark']"
3468582372,Computer Vision Engineer,India,Remote,Full-time,,12 hours,AI / ML Engineer,"['Python', 'Excel', 'Machine Learning', 'Deep Learning']"
3469073877,Data Analyst,"New Delhi, Delhi, India",On-site,Contract,,4 hours,Data Analyst,['Power BI']
3469005328,Artificial Intelligence Engineer,"Gurugram, Haryana, India",On-site,Full-time,,10 hours,AI / ML Engineer,"['Python', 'Statistics']"
3474480052,ML Engineer - WFH,"Haryana, India",Remote,Full-time · Mid-Senior level,,13 hours,AI / ML Engineer,"['Python', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark']"
3474473932,Associate Data Scientist,"Hyderabad, Telangana, India",Remote,Full-time · Mid-Senior level,,13 hours,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Statistics', 'Machine Learning']"
3476176425,Data Analyst Required in Canada(*Service charges applicable),"Bengaluru, Karnataka, India",On-site,Full-time,,6 hours,Data Analyst,['LLMs']
3474475792,Associate Data Scientist,"Pune, Maharashtra, India",Remote,Full-time · Mid-Senior level,141.0,13 hours,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Statistics', 'Machine Learning']"
